Well,GFP,Strain,Plant,Leaf,vir
A6,529605.0,TiAB,1,Bottom,virD5
A7,399477.0,TiAB,1,Bottom,virD5
A8,399216.0,TiAB,1,Bottom,virD5
A9,501273.0,TiAB,2,Top,virD5
A10,580212.0,TiAB,2,Top,virD5
A11,532725.0,TiAB,2,Top,virD5
A12,498875.0,TiAB,2,Top,virD5
B1,562989.0,TiAB,2,Bottom,virD5
B2,499520.0,TiAB,2,Bottom,virD5
B3,442918.0,TiAB,2,Bottom,virD5
B4,331352.0,TiAB,2,Bottom,virD5
B5,289904.0,TiAB,3,Top,virD5
B6,330261.0,TiAB,3,Top,virD5
B7,199475.0,TiAB,3,Top,virD5
B8,131774.0,TiAB,3,Top,virD5
B9,273827.0,TiAB,3,Bottom,virD5
B10,586511.0,TiAB,3,Bottom,virD5
B11,434760.0,TiAB,3,Bottom,virD5
B12,461693.0,TiAB,3,Bottom,virD5
C1,229691.0,TiAB,4,Top,virD5
C2,526442.0,TiAB,4,Top,virD5
C3,412457.0,TiAB,4,Top,virD5
C4,315700.0,TiAB,4,Top,virD5
C5,328852.0,TiAB,4,Bottom,virD5
C6,377988.0,TiAB,4,Bottom,virD5
C7,269855.0,TiAB,4,Bottom,virD5
C8,278262.0,TiAB,4,Bottom,virD5
C9,221785.0,TiAB,5,Top,virD5
C10,246199.0,TiAB,5,Top,virD5
C11,213970.0,TiAB,5,Top,virD5
C12,280394.0,TiAB,5,Top,virD5
D1,314844.0,TiAB,5,Bottom,virD5
D2,210062.0,TiAB,5,Bottom,virD5
D3,332611.0,TiAB,5,Bottom,virD5
D4,330900.0,TiAB,5,Bottom,virD5
D5,449571.0,TiAB,6,Top,virD5
D6,454596.0,TiAB,6,Top,virD5
D7,318166.0,TiAB,6,Top,virD5
D8,239244.0,TiAB,6,Top,virD5
D9,271853.0,TiAB,6,Bottom,virD5
D10,254497.0,TiAB,6,Bottom,virD5
D11,371234.0,TiAB,6,Bottom,virD5
D12,453485.0,TiAB,6,Bottom,virD5
E1,361596.0,TiAB,7,Top,virD5
E2,453261.0,TiAB,7,Top,virD5
E3,398183.0,TiAB,7,Top,virD5
E4,345227.0,TiAB,7,Top,virD5
E5,398080.0,TiAB,7,Bottom,virD5
E6,604472.0,TiAB,7,Bottom,virD5
E7,393995.0,TiAB,7,Bottom,virD5
E8,232369.0,TiAB,7,Bottom,virD5
E9,348362.0,TiAB,8,Top,virD5
E10,548595.0,TiAB,8,Top,virD5
E11,466936.0,TiAB,8,Top,virD5
E12,439065.0,TiAB,8,Top,virD5
F1,379804.0,TiAB,8,Bottom,virD5
F2,306329.0,TiAB,8,Bottom,virD5
F3,361120.0,TiAB,8,Bottom,virD5
F4,426861.0,TiAB,8,Bottom,virD5
F5,470413.0,TiBo,1,Top,virD5
F6,391496.0,TiBo,1,Top,virD5
F7,603411.0,TiBo,1,Top,virD5
F8,495969.0,TiBo,1,Top,virD5
F9,385940.0,TiBo,1,Bottom,virD5
F10,505026.0,TiBo,1,Bottom,virD5
F11,700952.0,TiBo,1,Bottom,virD5
F12,431530.0,TiBo,1,Bottom,virD5
G1,351967.0,TiBo,2,Top,virD5
G2,293991.0,TiBo,2,Top,virD5
G3,260828.0,TiBo,2,Top,virD5
G4,357173.0,TiBo,2,Top,virD5
G5,395922.0,TiBo,2,Bottom,virD5
G6,330991.0,TiBo,2,Bottom,virD5
G7,405703.0,TiBo,2,Bottom,virD5
G8,301400.0,TiBo,2,Bottom,virD5
G9,165241.0,TiBo,3,Top,virD5
G10,227852.0,TiBo,3,Top,virD5
G11,266058.0,TiBo,3,Top,virD5
G12,243483.0,TiBo,3,Top,virD5
H1,340524.0,TiBo,3,Bottom,virD5
H2,491184.0,TiBo,3,Bottom,virD5
H3,380263.0,TiBo,3,Bottom,virD5
H4,386366.0,TiBo,3,Bottom,virD5
H5,318505.0,TiBo,4,Top,virD5
H6,321305.0,TiBo,4,Top,virD5
H7,381725.0,TiBo,4,Top,virD5
H8,282381.0,TiBo,4,Top,virD5
H9,353742.0,TiBo,4,Bottom,virD5
H10,435962.0,TiBo,4,Bottom,virD5
H11,366697.0,TiBo,4,Bottom,virD5
H12,343948.0,TiBo,4,Bottom,virD5
A1,372436.0,TiBo,5,Top,virD5
A2,404166.0,TiBo,5,Top,virD5
A3,303115.0,TiBo,5,Top,virD5
A4,268488.0,TiBo,5,Top,virD5
A5,337278.0,TiBo,5,Bottom,virD5
A6,360994.0,TiBo,5,Bottom,virD5
A7,322187.0,TiBo,5,Bottom,virD5
A8,529404.0,TiBo,5,Bottom,virD5
A9,266732.0,TiBo,6,Top,virD5
A10,243148.0,TiBo,6,Top,virD5
A11,233940.0,TiBo,6,Top,virD5
A12,185094.0,TiBo,6,Top,virD5
B1,273062.0,TiBo,6,Bottom,virD5
B2,339057.0,TiBo,6,Bottom,virD5
B3,257260.0,TiBo,6,Bottom,virD5
B4,222963.0,TiBo,6,Bottom,virD5
B5,501860.0,TiBo,7,Top,virD5
B6,572596.0,TiBo,7,Top,virD5
B7,673505.0,TiBo,7,Top,virD5
B8,510891.0,TiBo,7,Top,virD5
B9,644220.0,TiBo,7,Bottom,virD5
B10,590269.0,TiBo,7,Bottom,virD5
B11,572092.0,TiBo,7,Bottom,virD5
B12,485937.0,TiBo,7,Bottom,virD5
C1,266806.0,TiBo,8,Top,virD5
C2,459232.0,TiBo,8,Top,virD5
C3,340441.0,TiBo,8,Top,virD5
C4,276813.0,TiBo,8,Top,virD5
C5,418555.0,TiBo,8,Bottom,virD5
C6,525512.0,TiBo,8,Bottom,virD5
C7,393032.0,TiBo,8,Bottom,virD5
C8,323250.0,TiBo,8,Bottom,virD5
A1,420499.0,WT,1,Top,virE12
A2,440842.0,WT,1,Top,virE12
A3,353656.0,WT,1,Top,virE12
A4,335207.0,WT,1,Top,virE12
A5,269325.0,WT,1,Bottom,virE12
A6,398141.0,WT,1,Bottom,virE12
A7,441608.0,WT,1,Bottom,virE12
A8,294542.0,WT,1,Bottom,virE12
A9,562250.0,WT,2,Top,virE12
A10,594528.0,WT,2,Top,virE12
A11,580434.0,WT,2,Top,virE12
A12,796538.0,WT,2,Top,virE12
B1,383976.0,WT,2,Bottom,virE12
B2,445595.0,WT,2,Bottom,virE12
B3,369807.0,WT,2,Bottom,virE12
B4,372637.0,WT,2,Bottom,virE12
B5,421945.0,WT,3,Top,virE12
B6,292749.0,WT,3,Top,virE12
B7,444925.0,WT,3,Top,virE12
B8,359102.0,WT,3,Top,virE12
B9,569673.0,WT,3,Bottom,virE12
B10,514006.0,WT,3,Bottom,virE12
B11,439835.0,WT,3,Bottom,virE12
B12,601148.0,WT,3,Bottom,virE12
C1,362196.0,WT,4,Top,virE12
C2,331398.0,WT,4,Top,virE12
C3,469361.0,WT,4,Top,virE12
C4,444904.0,WT,4,Top,virE12
C5,333634.0,WT,4,Bottom,virE12
C6,398485.0,WT,4,Bottom,virE12
C7,355763.0,WT,4,Bottom,virE12
C8,323288.0,WT,4,Bottom,virE12
C9,492435.0,WT,5,Top,virE12
C10,248863.0,WT,5,Top,virE12
C11,493025.0,WT,5,Top,virE12
C12,484407.0,WT,5,Top,virE12
D1,344156.0,WT,5,Bottom,virE12
D2,243411.0,WT,5,Bottom,virE12
D3,358384.0,WT,5,Bottom,virE12
D4,291097.0,WT,5,Bottom,virE12
D5,417168.0,WT,6,Top,virE12
D6,471742.0,WT,6,Top,virE12
D7,465263.0,WT,6,Top,virE12
D8,755470.0,WT,6,Top,virE12
D9,301846.0,WT,6,Bottom,virE12
D10,257117.0,WT,6,Bottom,virE12
D11,347088.0,WT,6,Bottom,virE12
D12,402205.0,WT,6,Bottom,virE12
E1,475512.0,WT,7,Top,virE12
E2,580609.0,WT,7,Top,virE12
E3,547920.0,WT,7,Top,virE12
E4,527739.0,WT,7,Top,virE12
E5,314933.0,WT,7,Bottom,virE12
E6,241391.0,WT,7,Bottom,virE12
E7,253847.0,WT,7,Bottom,virE12
E8,293929.0,WT,7,Bottom,virE12
E9,465347.0,WT,8,Top,virE12
E10,449248.0,WT,8,Top,virE12
E11,432454.0,WT,8,Top,virE12
E12,452872.0,WT,8,Top,virE12
F1,361335.0,WT,8,Bottom,virE12
F2,429573.0,WT,8,Bottom,virE12
F3,137642.0,WT,8,Bottom,virE12
F4,152218.0,WT,8,Bottom,virE12
C9,2583.0,Ach5,1,Top,virE12
C10,2028.0,Ach5,1,Top,virE12
C11,1393.0,Ach5,1,Top,virE12
C12,1610.0,Ach5,1,Top,virE12
D1,4325.0,Ach5,1,Bottom,virE12
D2,2353.0,Ach5,1,Bottom,virE12
D3,1749.0,Ach5,1,Bottom,virE12
D4,3452.0,Ach5,1,Bottom,virE12
D5,2301.0,Ach5,2,Top,virE12
D6,2114.0,Ach5,2,Top,virE12
D7,1890.0,Ach5,2,Top,virE12
D8,2309.0,Ach5,2,Top,virE12
D9,1594.0,Ach5,2,Bottom,virE12
D10,1761.0,Ach5,2,Bottom,virE12
D11,2012.0,Ach5,2,Bottom,virE12
D12,2696.0,Ach5,2,Bottom,virE12
E1,1806.0,Ach5,3,Top,virE12
E2,2050.0,Ach5,3,Top,virE12
E3,2497.0,Ach5,3,Top,virE12
E4,2129.0,Ach5,3,Top,virE12
E5,2865.0,Ach5,3,Bottom,virE12
E6,2504.0,Ach5,3,Bottom,virE12
E7,2725.0,Ach5,3,Bottom,virE12
E8,3455.0,Ach5,3,Bottom,virE12
E9,3747.0,Ach5,4,Top,virE12
E10,1370.0,Ach5,4,Top,virE12
E11,1459.0,Ach5,4,Top,virE12
E12,2011.0,Ach5,4,Top,virE12
F1,3019.0,Ach5,4,Bottom,virE12
F2,1973.0,Ach5,4,Bottom,virE12
F3,1600.0,Ach5,4,Bottom,virE12
F4,1905.0,Ach5,4,Bottom,virE12
F5,1311.0,Ach5,5,Top,virE12
F6,1793.0,Ach5,5,Top,virE12
F7,6120.0,Ach5,5,Top,virE12
F8,2099.0,Ach5,5,Top,virE12
F9,1702.0,Ach5,5,Bottom,virE12
F10,1809.0,Ach5,5,Bottom,virE12
F11,2046.0,Ach5,5,Bottom,virE12
F12,2082.0,Ach5,5,Bottom,virE12
G1,1728.0,Ach5,6,Top,virE12
G2,4879.0,Ach5,6,Top,virE12
G3,1677.0,Ach5,6,Top,virE12
G4,2170.0,Ach5,6,Top,virE12
G5,10242.0,Ach5,6,Bottom,virE12
G6,6721.0,Ach5,6,Bottom,virE12
G7,2501.0,Ach5,6,Bottom,virE12
G8,3148.0,Ach5,6,Bottom,virE12
G9,2864.0,Ach5,7,Top,virE12
G10,1893.0,Ach5,7,Top,virE12
G11,6248.0,Ach5,7,Top,virE12
G12,4042.0,Ach5,7,Top,virE12
H1,2558.0,Ach5,7,Bottom,virE12
H2,3276.0,Ach5,7,Bottom,virE12
H3,2252.0,Ach5,7,Bottom,virE12
H4,12765.0,Ach5,7,Bottom,virE12
H5,3659.0,Ach5,8,Top,virE12
H6,2774.0,Ach5,8,Top,virE12
H7,4408.0,Ach5,8,Top,virE12
H8,1715.0,Ach5,8,Top,virE12
H9,1668.0,Ach5,8,Bottom,virE12
H10,2734.0,Ach5,8,Bottom,virE12
H11,1704.0,Ach5,8,Bottom,virE12
H12,2296.0,Ach5,8,Bottom,virE12
A1,2636.0,B21,1,Top,virE12
A2,2578.0,B21,1,Top,virE12
A3,2165.0,B21,1,Top,virE12
A4,3437.0,B21,1,Top,virE12
A5,2317.0,B21,1,Bottom,virE12
A6,2549.0,B21,1,Bottom,virE12
A7,1853.0,B21,1,Bottom,virE12
A8,2087.0,B21,1,Bottom,virE12
A9,2680.0,B21,2,Top,virE12
A10,2370.0,B21,2,Top,virE12
A11,2880.0,B21,2,Top,virE12
A12,2774.0,B21,2,Top,virE12
B1,2154.0,B21,2,Bottom,virE12
B2,2695.0,B21,2,Bottom,virE12
B3,2439.0,B21,2,Bottom,virE12
B4,2572.0,B21,2,Bottom,virE12
B5,2632.0,B21,3,Top,virE12
B6,2553.0,B21,3,Top,virE12
B7,1973.0,B21,3,Top,virE12
B8,1927.0,B21,3,Top,virE12
B9,2663.0,B21,3,Bottom,virE12
B10,2076.0,B21,3,Bottom,virE12
B11,3011.0,B21,3,Bottom,virE12
B12,2827.0,B21,3,Bottom,virE12
C1,2936.0,B21,4,Top,virE12
C2,2814.0,B21,4,Top,virE12
C3,2943.0,B21,4,Top,virE12
C4,2734.0,B21,4,Top,virE12
C5,2227.0,B21,4,Bottom,virE12
C6,3115.0,B21,4,Bottom,virE12
C7,2583.0,B21,4,Bottom,virE12
C8,2992.0,B21,4,Bottom,virE12
C9,4126.0,B21,5,Top,virE12
C10,3919.0,B21,5,Top,virE12
C11,4055.0,B21,5,Top,virE12
C12,3898.0,B21,5,Top,virE12
D1,3062.0,B21,5,Bottom,virE12
D2,3498.0,B21,5,Bottom,virE12
D3,2142.0,B21,5,Bottom,virE12
D4,1632.0,B21,5,Bottom,virE12
D5,3289.0,B21,6,Top,virE12
D6,3317.0,B21,6,Top,virE12
D7,3024.0,B21,6,Top,virE12
D8,2971.0,B21,6,Top,virE12
D9,2822.0,B21,6,Bottom,virE12
D10,2849.0,B21,6,Bottom,virE12
D11,2552.0,B21,6,Bottom,virE12
D12,3009.0,B21,6,Bottom,virE12
E1,2907.0,B21,7,Top,virE12
E2,2620.0,B21,7,Top,virE12
E3,2565.0,B21,7,Top,virE12
E4,3232.0,B21,7,Top,virE12
E5,2974.0,B21,7,Bottom,virE12
E6,2339.0,B21,7,Bottom,virE12
E7,2995.0,B21,7,Bottom,virE12
E8,2973.0,B21,7,Bottom,virE12
E9,2679.0,B21,8,Top,virE12
E10,2793.0,B21,8,Top,virE12
E11,2639.0,B21,8,Top,virE12
E12,2625.0,B21,8,Top,virE12
F1,2522.0,B21,8,Bottom,virE12
F2,1972.0,B21,8,Bottom,virE12
F3,2921.0,B21,8,Bottom,virE12
F4,3294.0,B21,8,Bottom,virE12
F5,360756.0,C58,1,Top,virE12
F6,378156.0,C58,1,Top,virE12
F7,398778.0,C58,1,Top,virE12
F8,375442.0,C58,1,Top,virE12
F9,414195.0,C58,1,Bottom,virE12
F10,431679.0,C58,1,Bottom,virE12
F11,585379.0,C58,1,Bottom,virE12
F12,472488.0,C58,1,Bottom,virE12
G1,327295.0,C58,2,Top,virE12
G2,584577.0,C58,2,Top,virE12
G3,421064.0,C58,2,Top,virE12
G4,577543.0,C58,2,Top,virE12
G5,298963.0,C58,2,Bottom,virE12
G6,468391.0,C58,2,Bottom,virE12
G7,318977.0,C58,2,Bottom,virE12
G8,234099.0,C58,2,Bottom,virE12
G9,326011.0,C58,3,Top,virE12
G10,460271.0,C58,3,Top,virE12
G11,551366.0,C58,3,Top,virE12
G12,488259.0,C58,3,Top,virE12
H1,426451.0,C58,3,Bottom,virE12
H2,547215.0,C58,3,Bottom,virE12
H3,449010.0,C58,3,Bottom,virE12
H4,461631.0,C58,3,Bottom,virE12
H5,309347.0,C58,4,Top,virE12
H6,346505.0,C58,4,Top,virE12
H7,387911.0,C58,4,Top,virE12
H8,459269.0,C58,4,Top,virE12
H9,452232.0,C58,4,Bottom,virE12
H10,459180.0,C58,4,Bottom,virE12
H11,419926.0,C58,4,Bottom,virE12
H12,438340.0,C58,4,Bottom,virE12
A1,521319.0,C58,5,Top,virE12
A2,446519.0,C58,5,Top,virE12
A3,478834.0,C58,5,Top,virE12
A4,480506.0,C58,5,Top,virE12
A5,168209.0,C58,5,Bottom,virE12
A6,237731.0,C58,5,Bottom,virE12
A7,313798.0,C58,5,Bottom,virE12
A8,254806.0,C58,5,Bottom,virE12
A9,371695.0,C58,6,Top,virE12
A10,468322.0,C58,6,Top,virE12
A11,189573.0,C58,6,Top,virE12
A12,311120.0,C58,6,Top,virE12
B1,466348.0,C58,6,Bottom,virE12
B2,440666.0,C58,6,Bottom,virE12
B3,467535.0,C58,6,Bottom,virE12
B4,539232.0,C58,6,Bottom,virE12
B5,308817.0,C58,7,Top,virE12
B6,332844.0,C58,7,Top,virE12
B7,356673.0,C58,7,Top,virE12
B8,342659.0,C58,7,Top,virE12
B9,403481.0,C58,7,Bottom,virE12
B10,449740.0,C58,7,Bottom,virE12
B11,427694.0,C58,7,Bottom,virE12
B12,513394.0,C58,7,Bottom,virE12
C1,561565.0,C58,8,Top,virE12
C2,587623.0,C58,8,Top,virE12
C3,470764.0,C58,8,Top,virE12
C4,390299.0,C58,8,Top,virE12
C5,338941.0,C58,8,Bottom,virE12
C6,274471.0,C58,8,Bottom,virE12
C7,231680.0,C58,8,Bottom,virE12
C8,256793.0,C58,8,Bottom,virE12
C9,276993.0,NCIB,1,Top,virE12
C10,344997.0,NCIB,1,Top,virE12
C11,424836.0,NCIB,1,Top,virE12
C12,290983.0,NCIB,1,Top,virE12
D1,151075.0,NCIB,1,Bottom,virE12
D2,196646.0,NCIB,1,Bottom,virE12
D3,272353.0,NCIB,1,Bottom,virE12
D4,246277.0,NCIB,1,Bottom,virE12
D5,222940.0,NCIB,2,Top,virE12
D6,353937.0,NCIB,2,Top,virE12
D7,320704.0,NCIB,2,Top,virE12
D8,437760.0,NCIB,2,Top,virE12
D9,288948.0,NCIB,2,Bottom,virE12
D10,307859.0,NCIB,2,Bottom,virE12
D11,238574.0,NCIB,2,Bottom,virE12
D12,447687.0,NCIB,2,Bottom,virE12
E1,217496.0,NCIB,3,Top,virE12
E2,249427.0,NCIB,3,Top,virE12
E3,325635.0,NCIB,3,Top,virE12
E4,183140.0,NCIB,3,Top,virE12
E5,276446.0,NCIB,3,Bottom,virE12
E6,275459.0,NCIB,3,Bottom,virE12
E7,232655.0,NCIB,3,Bottom,virE12
E8,410900.0,NCIB,3,Bottom,virE12
E9,502115.0,NCIB,4,Top,virE12
E10,638869.0,NCIB,4,Top,virE12
E11,517017.0,NCIB,4,Top,virE12
E12,380674.0,NCIB,4,Top,virE12
F1,482094.0,NCIB,4,Bottom,virE12
F2,396453.0,NCIB,4,Bottom,virE12
F3,328064.0,NCIB,4,Bottom,virE12
F4,420935.0,NCIB,4,Bottom,virE12
F5,590339.0,NCIB,5,Top,virE12
F6,539746.0,NCIB,5,Top,virE12
F7,690536.0,NCIB,5,Top,virE12
F8,452937.0,NCIB,5,Top,virE12
F9,628933.0,NCIB,5,Bottom,virE12
F10,559968.0,NCIB,5,Bottom,virE12
F11,618326.0,NCIB,5,Bottom,virE12
F12,597367.0,NCIB,5,Bottom,virE12
G1,863161.0,NCIB,6,Top,virE12
G2,419371.0,NCIB,6,Top,virE12
G3,773052.0,NCIB,6,Top,virE12
G4,606937.0,NCIB,6,Top,virE12
G5,379418.0,NCIB,6,Bottom,virE12
G6,423074.0,NCIB,6,Bottom,virE12
G7,392482.0,NCIB,6,Bottom,virE12
G8,672616.0,NCIB,6,Bottom,virE12
G9,504712.0,NCIB,7,Top,virE12
G10,440748.0,NCIB,7,Top,virE12
G11,343476.0,NCIB,7,Top,virE12
G12,372184.0,NCIB,7,Top,virE12
H1,277658.0,NCIB,7,Bottom,virE12
H2,347044.0,NCIB,7,Bottom,virE12
H3,196812.0,NCIB,7,Bottom,virE12
H4,319123.0,NCIB,7,Bottom,virE12
H5,614749.0,NCIB,8,Top,virE12
H6,518519.0,NCIB,8,Top,virE12
H7,388841.0,NCIB,8,Top,virE12
H8,335750.0,NCIB,8,Top,virE12
H9,460534.0,NCIB,8,Bottom,virE12
H10,584666.0,NCIB,8,Bottom,virE12
H11,265808.0,NCIB,8,Bottom,virE12
H12,425919.0,NCIB,8,Bottom,virE12
A1,145193.0,Q15,1,Top,virE12
A2,105761.0,Q15,1,Top,virE12
A3,155338.0,Q15,1,Top,virE12
A4,176268.0,Q15,1,Top,virE12
A5,145580.0,Q15,1,Bottom,virE12
A6,161784.0,Q15,1,Bottom,virE12
A7,242700.0,Q15,1,Bottom,virE12
A8,173088.0,Q15,1,Bottom,virE12
A9,121813.0,Q15,2,Top,virE12
A10,91021.0,Q15,2,Top,virE12
A11,106836.0,Q15,2,Top,virE12
A12,220700.0,Q15,2,Top,virE12
B1,131908.0,Q15,2,Bottom,virE12
B2,105495.0,Q15,2,Bottom,virE12
B3,148365.0,Q15,2,Bottom,virE12
B4,195938.0,Q15,2,Bottom,virE12
B5,172574.0,Q15,3,Top,virE12
B6,196239.0,Q15,3,Top,virE12
B7,383810.0,Q15,3,Top,virE12
B8,235891.0,Q15,3,Top,virE12
B9,170077.0,Q15,3,Bottom,virE12
B10,181176.0,Q15,3,Bottom,virE12
B11,141774.0,Q15,3,Bottom,virE12
B12,92099.0,Q15,3,Bottom,virE12
C1,234672.0,Q15,4,Top,virE12
C2,308378.0,Q15,4,Top,virE12
C3,202537.0,Q15,4,Top,virE12
C4,261860.0,Q15,4,Top,virE12
C5,199855.0,Q15,4,Bottom,virE12
C6,248308.0,Q15,4,Bottom,virE12
C7,246828.0,Q15,4,Bottom,virE12
C8,241458.0,Q15,4,Bottom,virE12
C9,198075.0,Q15,5,Top,virE12
C10,135117.0,Q15,5,Top,virE12
C11,154416.0,Q15,5,Top,virE12
C12,155780.0,Q15,5,Top,virE12
D1,83404.0,Q15,5,Bottom,virE12
D2,199870.0,Q15,5,Bottom,virE12
D3,174291.0,Q15,5,Bottom,virE12
D4,141406.0,Q15,5,Bottom,virE12
D5,154926.0,Q15,6,Top,virE12
D6,137392.0,Q15,6,Top,virE12
D7,154310.0,Q15,6,Top,virE12
D8,141944.0,Q15,6,Top,virE12
D9,225728.0,Q15,6,Bottom,virE12
D10,156374.0,Q15,6,Bottom,virE12
D11,214799.0,Q15,6,Bottom,virE12
D12,170098.0,Q15,6,Bottom,virE12
E1,201367.0,Q15,7,Top,virE12
E2,189709.0,Q15,7,Top,virE12
E3,231640.0,Q15,7,Top,virE12
E4,253902.0,Q15,7,Top,virE12
E5,183847.0,Q15,7,Bottom,virE12
E6,48668.0,Q15,7,Bottom,virE12
E7,213490.0,Q15,7,Bottom,virE12
E8,114685.0,Q15,7,Bottom,virE12
E9,205748.0,Q15,8,Top,virE12
E10,225773.0,Q15,8,Top,virE12
E11,152020.0,Q15,8,Top,virE12
E12,281749.0,Q15,8,Top,virE12
F1,233718.0,Q15,8,Bottom,virE12
F2,101217.0,Q15,8,Bottom,virE12
F3,212728.0,Q15,8,Bottom,virE12
F4,104887.0,Q15,8,Bottom,virE12
C9,85974.0,S4,1,Top,virE12
C10,81440.0,S4,1,Top,virE12
C11,61733.0,S4,1,Top,virE12
C12,68505.0,S4,1,Top,virE12
D1,86221.0,S4,1,Bottom,virE12
D2,70635.0,S4,1,Bottom,virE12
D3,57060.0,S4,1,Bottom,virE12
D4,37542.0,S4,1,Bottom,virE12
D5,77528.0,S4,2,Top,virE12
D6,66976.0,S4,2,Top,virE12
D7,68617.0,S4,2,Top,virE12
D8,91576.0,S4,2,Top,virE12
D9,144316.0,S4,2,Bottom,virE12
D10,64147.0,S4,2,Bottom,virE12
D11,93925.0,S4,2,Bottom,virE12
D12,162622.0,S4,2,Bottom,virE12
E1,89658.0,S4,3,Top,virE12
E2,73107.0,S4,3,Top,virE12
E3,64051.0,S4,3,Top,virE12
E4,70246.0,S4,3,Top,virE12
E5,112013.0,S4,3,Bottom,virE12
E6,169248.0,S4,3,Bottom,virE12
E7,95013.0,S4,3,Bottom,virE12
E8,96539.0,S4,3,Bottom,virE12
E9,58971.0,S4,4,Top,virE12
E10,77195.0,S4,4,Top,virE12
E11,54760.0,S4,4,Top,virE12
E12,62300.0,S4,4,Top,virE12
F1,108913.0,S4,4,Bottom,virE12
F2,145463.0,S4,4,Bottom,virE12
F3,109801.0,S4,4,Bottom,virE12
F4,116764.0,S4,4,Bottom,virE12
F5,89446.0,S4,5,Top,virE12
F6,37768.0,S4,5,Top,virE12
F7,57773.0,S4,5,Top,virE12
F8,98104.0,S4,5,Top,virE12
F9,97177.0,S4,5,Bottom,virE12
F10,66231.0,S4,5,Bottom,virE12
F11,128320.0,S4,5,Bottom,virE12
F12,104014.0,S4,5,Bottom,virE12
G1,61380.0,S4,6,Top,virE12
G2,61896.0,S4,6,Top,virE12
G3,63987.0,S4,6,Top,virE12
G4,97709.0,S4,6,Top,virE12
G5,143083.0,S4,6,Bottom,virE12
G6,103476.0,S4,6,Bottom,virE12
G7,78558.0,S4,6,Bottom,virE12
G8,52249.0,S4,6,Bottom,virE12
G9,56800.0,S4,7,Top,virE12
G10,119970.0,S4,7,Top,virE12
G11,120637.0,S4,7,Top,virE12
G12,62809.0,S4,7,Top,virE12
H1,100368.0,S4,7,Bottom,virE12
H2,59871.0,S4,7,Bottom,virE12
H3,64108.0,S4,7,Bottom,virE12
H4,129874.0,S4,7,Bottom,virE12
H5,79520.0,S4,8,Top,virE12
H6,112983.0,S4,8,Top,virE12
H7,143312.0,S4,8,Top,virE12
H8,104058.0,S4,8,Top,virE12
H9,102709.0,S4,8,Bottom,virE12
H10,84438.0,S4,8,Bottom,virE12
H11,115558.0,S4,8,Bottom,virE12
H12,89692.0,S4,8,Bottom,virE12
A1,127171.0,T60,1,Top,virE12
A2,157643.0,T60,1,Top,virE12
A3,132773.0,T60,1,Top,virE12
A4,136732.0,T60,1,Top,virE12
A5,380831.0,T60,1,Bottom,virE12
A6,202941.0,T60,1,Bottom,virE12
A7,185901.0,T60,1,Bottom,virE12
A8,246292.0,T60,1,Bottom,virE12
A9,151923.0,T60,2,Top,virE12
A10,320261.0,T60,2,Top,virE12
A11,217009.0,T60,2,Top,virE12
A12,298622.0,T60,2,Top,virE12
B1,244915.0,T60,2,Bottom,virE12
B2,197876.0,T60,2,Bottom,virE12
B3,122995.0,T60,2,Bottom,virE12
B4,162954.0,T60,2,Bottom,virE12
B5,163812.0,T60,3,Top,virE12
B6,207891.0,T60,3,Top,virE12
B7,160589.0,T60,3,Top,virE12
B8,179766.0,T60,3,Top,virE12
B9,281772.0,T60,3,Bottom,virE12
B10,193171.0,T60,3,Bottom,virE12
B11,247719.0,T60,3,Bottom,virE12
B12,288341.0,T60,3,Bottom,virE12
C1,294158.0,T60,4,Top,virE12
C2,334804.0,T60,4,Top,virE12
C3,331577.0,T60,4,Top,virE12
C4,319994.0,T60,4,Top,virE12
C5,206641.0,T60,4,Bottom,virE12
C6,144876.0,T60,4,Bottom,virE12
C7,158286.0,T60,4,Bottom,virE12
C8,188621.0,T60,4,Bottom,virE12
C9,302058.0,T60,5,Top,virE12
C10,460678.0,T60,5,Top,virE12
C11,283068.0,T60,5,Top,virE12
C12,403790.0,T60,5,Top,virE12
D1,301938.0,T60,5,Bottom,virE12
D2,214518.0,T60,5,Bottom,virE12
D3,348150.0,T60,5,Bottom,virE12
D4,222339.0,T60,5,Bottom,virE12
D5,253346.0,T60,6,Top,virE12
D6,225443.0,T60,6,Top,virE12
D7,318322.0,T60,6,Top,virE12
D8,341638.0,T60,6,Top,virE12
D9,372085.0,T60,6,Bottom,virE12
D10,260407.0,T60,6,Bottom,virE12
D11,300492.0,T60,6,Bottom,virE12
D12,287235.0,T60,6,Bottom,virE12
E1,276731.0,T60,7,Top,virE12
E2,158500.0,T60,7,Top,virE12
E3,280732.0,T60,7,Top,virE12
E4,161141.0,T60,7,Top,virE12
E5,400941.0,T60,7,Bottom,virE12
E6,313224.0,T60,7,Bottom,virE12
E7,436183.0,T60,7,Bottom,virE12
E8,275564.0,T60,7,Bottom,virE12
E9,205043.0,T60,8,Top,virE12
E10,212726.0,T60,8,Top,virE12
E11,273267.0,T60,8,Top,virE12
E12,271484.0,T60,8,Top,virE12
F1,187765.0,T60,8,Bottom,virE12
F2,211425.0,T60,8,Bottom,virE12
F3,221794.0,T60,8,Bottom,virE12
F4,261661.0,T60,8,Bottom,virE12
F5,2478.0,TiAB,1,Top,virE12
F6,2413.0,TiAB,1,Top,virE12
F7,2309.0,TiAB,1,Top,virE12
